1<>名前が無い程度の能力<>sage<>2008/08/18(月) 21:19:36<>―――‐-.._　　　　　　　　　　　r.､__,､<br>＿:::::::::::::::::::::＼__,,.-―¬　　　　ゝ、「￣/___<br>　　｀＼ _..　-―‐- _:::::::::{_　-―‐'‐ヽ!._/_／<br>_／￣｀ .&gt;　　　　 　 ｀ヾ´　 ''&quot; ,,-‐'&quot;´<br>､　　　 / l　　　/　　　､ ｀ヽ／<br>　ゝ､ /　l　　 /l　 l　iﾍ ヽ ､ヾ､　＜AAで語るよ〜<br>　l 　 　 |　　ﾊ‐l‐- ﾘ　 ',-l‐} |.　　　, ! ,　<br>. |　l 　 |　 ｲ__i_lヽノ　　i_ﾉ_」ﾉ　〜- Ｏ -<br>│ l　l.:| 　 ! -―-　　 --|´! 　 　 　' i '　<br>.|　| .ｌ:.:|　 ｉ| &quot;&quot;&quot;　 _　 &quot;&quot;| .|　　　r-i<br>| .:| .l_rｉ　 l|ゝ.._ 　 '┘ _ノ　|i　　,:'￣｀､<br>.:.:| .|〉 l、 ｌ|＼ﾉ_}Τ￣ｌ. 　 ﾘ　, '　　　 ヽ<br>:::|.::|{、| ﾍ!|ゝﾊ l.ﾉ| |:.:.l:.　 ! 　{　　　　　｝<br>.:l.:.:/ ｀|　 | /::::|::| | |:.:.|:. ﾉ　　:､　　　　:'<br>.:.:./ 　 |　 |':::::::|:::|.| ゝ=〈　　　 ｝＝＝｛<br>:_ﾉ＿__ |　 |;;;;;_」r' |/:. ﾊ!　　,r'´　　　　ヽ､<br>￣o￣ｏ|　 |¬.`|　|ヽ,､ﾉ　,:'　　　　　　 　:::!<br>＿＿_r‐|　 |_＾iV|,_,ﾄ､＿＿!　　　　　　　 :::,!<br>-― ´￣｀ｰ-､」 〉___/　, ／ ￣ヽ　　　 ,,;;,,:'<br>　　　　　　　　 ｀＼　／　　　　　} ,,;:;:;:;:;:''<br>・前スレ<br>東方AAスレ　其の十五<br>ttp://jbbs.livedoor.jp/bbs/read.cgi/computer/41116/1213711372/<br><br>・AAスレの標準環境とか<br>ttp://touhou-aamatome.sakura.ne.jp/about.html<>東方AAスレ　其の十六<>As3Rau260
932<>名前が無い程度の能力<>sage<>2008/11/04(火) 02:23:54<>touhou wikiという手もある<br>ttp://touhou.wikia.com/wiki/Flower_Tank<br>よくできてるんじゃないかな<a href="/bbs/read.cgi/computer/41116/1219061976/921" target="_blank">&gt;&gt;921</a><br>こっちだとちょっとずれて見えるけど<br><br>touhou wikiだとるーことの絵も見れる<br>…が件のマークが見えるアングルの絵はないな残念ながら(ちなみに背中のはず)<><>xZSz9iV20
965<>名前が無い程度の能力<>sage<>2008/11/06(木) 18:27:37<>お前らオッパイとかお尻とかお前ら<><>q2K7zWwc0
966<>名前が無い程度の能力<>sage<>2008/11/06(木) 19:01:14<>相変わらず再現度たかいな<br>手が曲がって見えるのは俺のブラウザのフォントのせいかな<><>ICyP7GcU0
967<>名前が無い程度の能力<>sage<>2008/11/06(木) 19:11:05<><a href="/bbs/read.cgi/computer/41116/1219061976/953" target="_blank">&gt;&gt;953</a><br><a href="/bbs/read.cgi/computer/41116/1219061976/945" target="_blank">&gt;&gt;945</a>に何のトラウマが･･･？<><>cNKA6eVE0
968<>名前が無い程度の能力<>sage<>2008/11/06(木) 20:01:15<>. / / ., '　　 l　 l　 i! l　　　 i.!　ﾚitﾘヽ　//ﾉl　.l　　 ',ヽヽ　　　　　　　 rvヽ　<br>.i /. /　　　j 　.l　 i! .l　　　.ﾊ . l＼ﾉ　 /ﾉ/ l　 l　　　l ヾ',　　　　　　_　',.ヽヽ　<br><br>手の部分分かりやすく修正<><>8bB85TWE0
969<>名前が無い程度の能力<>sage<>2008/11/06(木) 21:12:39<><a href="/bbs/read.cgi/computer/41116/1219061976/967" target="_blank">&gt;&gt;967</a><br>女の子＋ハート＝かわいい<br>こいし＋ハート＝イドとエゴ<br><br>つまりハート弾幕にキラキラ弾幕が・・・<><>wFPQm3lo0
970<>名前が無い程度の能力<>sage<>2008/11/06(木) 22:36:14<><a href="/bbs/read.cgi/computer/41116/1219061976/941" target="_blank">&gt;&gt;941</a><br>横線入ってるの除けばそのまんま元ネタだしなｗ<br><br>でもエレンはOKなのか。あれはモロ別作品からネタ拝借だよな？<><>PmTm1jqs0
971<>名前が無い程度の能力<>sage<>2008/11/08(土) 00:05:14<>　　　　　　　　　　　　　　　　　　　_ ＿＿ _　　　　 　 /ｌ<br>　　　　　　　　　　　　　　　,.　'&quot;´　 　　　　 ｀`丶､ 　/::|<br>　　　　　　　　　　　　　 ／ 　　　　 　 　 　 　 　　 ,ｲ:.:/<br>　　　　　　　　　　　　 /　　　／ 　　　　　　　　 ／.:.:./ヽ <br>　　　　　　　　　　　　,'　　　/　　/　 ／lｒー≠ ´:. .／ 　 '. <br>　　　　　　　　　　　 ,′　　i　　メ　/l / !:. :. :. :. ／ﾊ 　　 ｰ‐ｧ<br>　　　　　　　　 　 ∠、　 ／ ,／ィイT/ﾒゝ ムィ´zﾒ､ ｌ＼ ｀＜<br>　　　　　　　　　　　/　　　 /　l ,ｨﾃ示ヽ　　　 ,ｨ=く:l/ト-r−´<br>　　　　　　　　 　／　　 _, /　l Nヽ込ｿﾉ　　　ｲりｿ:l/ﾊ　 ＼<br>　　　　　　　　　´￣￣| 彳　 !　ｌ　 ｀¨　　　 , 　 　 l 　 　 ＿ヽ､ <br>　　　　　　　　 　 　　/ 　| 　 !　ｌ 　 　 　 _　_,　 　ﾉ1　 　 ＼ ｀` <br>　　　　　 　 　 　 　 /　 ｲ| 　 |　ﾄ､　 　　 　　　,.ｲ　!　 　　　＼<br>　　　　　　　　 　 ／　 ∧|　　∨.ｌ　＞　 _,. イ |　!　|　 　 ハ￣<br>　　　　　　　　 ／ 　 ／　/　　　ハ.　　　L_ 　 l　|　ｌ　 　 　 ＼<br>　　　　　 　 ∠_ 　／　,／＿_,.イｌ/_ ｋー-- ｰ'7 .ﾄ､ !　　　 ',￣<br>　　　　　 　　　フ/／ ￣｀ У ￣ 　〈.::::::::::::::::::」.＼￣ヽ　　 ヽ <br>　　　　　　　／　/　 　 　 ！ 　 　 　 `ｰ‐-;-‐'　　 ＼　＼　　 ヽ <br>　　　　 　／　,.ｲ　 　 　 　 l 　　　　　　 　　　　　　　 ＼　'!　　　', <br>　　 　 ／ 　lく::ヽ　　 　　 イ　　　　　　　 ヽ　 ;'　　　　　ヽｲヽ　　| <br>.　 　/ ／l／　＼:ヽ 　_ メ´l　　　　　　 　 　ヽ′　　 　　　',::::ﾄ､ヽ|<br>　　/ ' ／　 　 　 ヽイ/　　 八 　 　 　 　 　 　 ;　　　　　　 }:::|　ヽ <br>　　 ／　 　 　 ／　 / 　 ／l　', 　 　 　 　 　 　 　 　 　 　 / ,′　＼ <br>　 /　　　　　/　/　　 ／　 l　 ヽ.　　　　　　 ノ' ､　　 　,. ｲl/ ､　　　ヽ <br>　 ヽ　　　　 ヽ　　/　　 / 　 i:ﾊ 　｀ｰ----‐'　　　｀¨:T´　l　　 〉　　　} <br>　　　＼　 　　 ＼ケl　　!　　 l　 ',　　　　 　 　　　　　! 　∧　 ′　　,′ <br>　　　　 ＼　　　　＼　　 　　ｲ　/　　　　　　　　　 　 l 　 　ﾄ､i　　　/ <br>　　　　　/ ＼　　　　＼ l　　 l /　 　 　 　 　 　 　 　 V　　ﾍ l 　　/ <br>　　 　 イ　 　＼　　　　＼　 l/　　　 　　　　　　　　　 V.　　/　　/<><>acf4xdp20
972<>名前が無い程度の能力<>sage<>2008/11/08(土) 00:22:23<>お、おぱ<><>qi2sBmF.0
973<>名前が無い程度の能力<>sage<>2008/11/08(土) 00:25:25<>おっっぷぁい！！<><>YmUBHWso0
974<>名前が無い程度の能力<>sage<>2008/11/08(土) 06:17:14<>角が勃起してるようにしか見えんぞー<><>bSCbNd5s0
975<>名前が無い程度の能力<>sage<>2008/11/08(土) 15:50:08<><a href="/bbs/read.cgi/computer/41116/1219061976/974" target="_blank">&gt;&gt;974</a><br>　　　　　　　　　　　　　　　　　　_ノ{　.,<br>　Ｏ　。　　　　　　　　　　　 ,　'&quot;　　}　　<br>　　　ト ､.,＿　　　　　 　 ／　　　　 {<br>　　　ヽ.　　　＼ _,._-=ﾆ´=─‐-＜ くｰ-‐ｧ　　　　 　 　ﾄ.、　　<br>　ｵﾛ 　}_＿,＞''&quot;´::::::::::::::::::::::::::::::::｀ヽ,　/　　 　 )　 　 .!::::＼∧<br>　,..-‐　ﾉ／::::::::::::::::;:::::::::;:::::::::｀ヽ;:::::::::∨　　-‐''　　　　|:::::::::::::::＼<br>.(　　∠.7::/:::::::::/:::ハ::::;ﾊ､::::::::::::::':;::::::::',　 ＿ノ　 　　 !:::::::::::::::::::::':,＿<br>　　　　/:::!::::::::/:::/　 ∨　ｰ-＼::::::::＼::::|　　　　ｵﾛ　 ,'::::::::::::::::::::::::::::/_<br>　　 ∠＿:';:::::/イ　 　 　　 ●　｀'7ｧｰrヽ!　 　　　 　 /:::::::::::::::::::::::::::::／<br>ﾟ　　　　/:::∨ ! ●　　　　　　,., 　|::::::|::::::'、　ｏ　　, ｲ:::::::::::::::::::::::::::::/<br>　　　／:::::/::7,.,　　　ｒ‐- ､　　　.,':::::/:::::::::＼　 ／　',::::::::::::::::::::::::::,'<br>＼ '´￣｀7:::人　　 　 ､___ﾉ ι ,.'::::;:':::::::::::::::::∨　　　ヽ::::::::::::::::::::::i<br>::::::ト､　　|／/::|＞ ､.,,＿_ 　 イ|／､_::::::::/!:::::/　　　 　 !:::::::::::::::::::,'<br>::::::|　 ＼ ／:::/::::::::_;r＜|___／　　//´￣｀ヽ/　　　　　 |::::::::::::::::/<br>::::::'、　　 ﾞ'' ｰ--/´ }|　/|::|＼ 　/ｲ　　 　　 !　　　　　 ,':::::::::::／<br>ヽ;::::＼//￣';ﾊ〈　 /ﾚｧ'&quot;´｀ヽ∨!/　 l｀ヽ.__/　　　　　/:::::::／<br>　 `ｰ/|::|::::::::| |/`7　l.l()::il:::::l.|{　ｒ-‐'　 　 !' 　　 ,..-‐7´￣ ､＿人＿人_／<br>　　/ /＼＿//　 |　 '､､,＿ノﾉ'　ヽ. 　　　 ',　 ／::;ﾊ/　　　､) ＞-‐‐-＜`ｰ-‐ｧ<br>　,ｲ /　 /　./ヽ､,r!　　｀TT ´　　　 `i-､ 　 ∨:::::/!:::|　　_ノ／o　　o　　 ｀ヽ.く__<br>　|:|'　 ./　/ヽ./く ﾊ､ｒ-､|::|＿　ｒ-‐ﾍ7:::!、__ﾉ::::/ |::/　　）/　　 ∀　　　　　 ∨（<><>6CH46VK60
976<>名前が無い程度の能力<>sage<>2008/11/08(土) 17:02:30<>ゆっくりから逆改変<br>無かったようなので貼ってみます<br>　　　　　　 　　　_,,,... --─- ､_<br>　　　　　 ,ﾍ､,. '&quot;´　　　　　　 　 ｀ヽ､<br>　　　　　 !　 ＼_　　　ゝ　　 _ノヽ､ 　',　　　　　　　　　　　　　　冬ですよー<br>　　　　　 ヽ､__,.ゝｰ7⌒｀ｰ'&quot;ﾊヽ､__ゝ､!_ 　　/'⌒l<br>　　 (＾'ヽ､,.ｲ 　/　.,!､ﾊ　/!,!-t!､ ハ　 ',i 　/　　 i<br>　　 (｀(ヽ ﾉ i　iﾊ.ｲﾄ i' ﾚ´ 'ﾄ,　ﾘゝ,ｲ　　! ,〈ヽつﾉ<br>　　　 ｀く ｀ 〈　　7,,｀ﾞ　 　　￣　,,(　!ヽ,ﾊ　￣ﾉ<br>　　　　　 ＼. Y 人 　　ヽﾌ　 　 ﾉイ　!　〉 ／<br>　　　　　　　ヽヽハ＞.､.,,_ ,, ｨ'　ゝﾊ ﾉ ／<br>　　　　　　　　〈　　^ﾚ-i二 ﾄ'､...i　　　〉<br>　　　　　　　　　ゝ　i::::i::::::::::::::::i､i -‐'<br>.　　　　　　　　　　　'､:l;;___,__.._イ ヽ、<br>　　　　　　　　　　　　iｰ-─''&quot;＿i￣:ヽ､<br>　　　　　　　　　　　 .,'ヽハへ/::::::::::::::::｀ヽ､<br>　　　　　　　　　　　.|:::::::ﾊ::::::::::::::::::::::::ヽ:::::〉<br>　　　　　　　　　　　|:::::!::::::::::::::::::::::::::::::;;:／<br>　　　　　　　　　　　｀ｰi:::;;;_」__;;;;:::::::-'&quot;ヽ<br>　　　　　　　　　　　　　　　ヽンヽ　 ﾞヽンヽ､<br>　　　　　　　　　　　　　　　　ヽ_,ﾉ　　　ヽ_,ﾉ<><>ObRQorVw0
977<>名前が無い程度の能力<>sage<>2008/11/08(土) 17:05:51<>まだ秋だよ<><>TeBNsyUE0
978<>名前が無い程度の能力<>sage<>2008/11/08(土) 17:40:15<>残念なことに昨日立冬だったよ　秋姉妹様が寝起きのレティと酒飲んでた<><>Fk.oonh60
979<>名前が無い程度の能力<>sage<>2008/11/08(土) 17:43:52<><a href="/bbs/read.cgi/computer/41116/1219061976/977" target="_blank">&gt;&gt;977</a><br>秋姉妹乙<><>bSCbNd5s0
980<>名前が無い程度の能力<>sage<>2008/11/08(土) 17:58:45<><a href="/bbs/read.cgi/computer/41116/1219061976/977" target="_blank">&gt;&gt;977</a><br>北海道は道東以外では大雪の恐れの真っ最中です。<><>Xq9F0c1o0
981<>名前が無い程度の能力<>sage<>2008/11/08(土) 20:51:04<>紅葉まだー？<><>EMbXa7WU0
